Energy_Wh,TOTAL_BATTERY_VOLTAGE,Discharged_Ah
143.486,30.927,4.527661857467026
143.7088,30.947,4.53486359002028
143.9316,30.937,4.542064158826434
144.1586,30.947,4.54940046546466
144.3852,30.937,4.556723844690308
144.6077,30.947,4.563914717937028
144.834,30.927,4.571229583631827
145.0568,30.947,4.578431316185081
145.2795,30.937,4.58562865313809
145.5017,30.937,4.5928109914385065
145.7241,30.937,4.599999794489869
145.9468,30.927,4.6071994582684805
146.1695,30.927,4.614400286024163
146.392,30.917,4.6215958102464
146.6142,30.937,4.628780470898905
146.8367,30.937,4.635972506325739
147.0593,30.927,4.643168937206381
147.282,30.927,4.650369764962064
147.5046,30.917,4.657568523127771
147.731,30.907,4.664892539690917
147.9533,30.917,4.672083921678495
148.1755,30.907,4.679272068676425
148.3975,30.907,4.686454907515523
148.6196,30.897,4.693642144587557
148.8415,30.897,4.70082407163549
149.0679,30.907,4.708150458277132
149.2902,30.917,4.715341840264709
149.5124,30.907,4.722529987262639
149.7344,30.907,4.7297128261017365
149.9565,30.897,4.736900063173771
150.1784,30.897,4.744081990221705
150.4002,30.887,4.751261842610673
150.6223,30.887,4.758452570101203
150.8444,30.887,4.765643297591733
151.0664,30.877,4.772831951176345
151.2884,30.877,4.780021768839978
151.5103,30.887,4.787207184292345
151.7323,30.887,4.7943946741748205
151.9544,30.887,4.80158540166535
152.1764,30.877,4.8087740552499625
152.3985,30.877,4.815967111570202
152.6201,30.867,4.8231451369653815
152.8459,30.857,4.830461577895975
153.0676,30.867,4.837645169367688
153.2889,30.857,4.844815799916583
153.5105,30.857,4.851997314645818
153.732,30.847,4.859176751959444
153.9537,30.867,4.866361507444423
154.1794,30.857,4.873674708144312
154.4011,30.867,4.880858299616026
154.6224,30.857,4.8880289301649205
154.844,30.857,4.895210444894155
155.0655,30.847,4.902389882207781
155.2868,30.847,4.909563999626007
155.5079,30.837,4.916732795423945
155.7294,30.837,4.923915725021506
155.9543,30.816,4.931211395953983
156.1754,30.827,4.938384959862294
156.3967,30.847,4.945561403744644
156.6178,30.837,4.9527301995425805
156.8393,30.837,4.959913129140142
157.0642,30.816,4.967208800072619
157.2853,30.827,4.97438236398093
157.5067,30.827,4.98156437974633
157.728,30.816,4.988744432631492
157.9498,30.806,4.995943160358602
158.1737,30.796,5.003212404863651
158.3971,30.796,5.010466593719346
158.6183,30.806,5.01764817873282
158.8397,30.827,5.024832641601737
159.061,30.816,5.032012694486899
159.2828,30.806,5.039211422214009
159.5067,30.796,5.046480666719058
159.7301,30.796,5.053734855574753
159.9513,30.806,5.060916440588227
160.1758,30.796,5.068205164980292
160.401,30.776,5.075520178298034
160.6218,30.786,5.082693434527526
160.8466,30.766,5.089997827561058
161.067,30.776,5.09716041571224
161.2915,30.756,5.10445743189894
161.516,30.796,5.111752077077
161.7412,30.776,5.119067090394742
161.962,30.786,5.1262403466242334
162.1868,30.766,5.133544739657767
162.4073,30.776,5.140710577622083
162.6317,30.756,5.1480043434674965
162.8527,30.766,5.155188765300337
163.0733,30.766,5.162359018176889
163.2943,30.766,5.169542272418584
163.5184,30.746,5.176828655563337
163.7387,30.756,5.183992650230177
163.9597,30.766,5.1911770720630175
164.1803,30.766,5.1983473249395695
164.4013,30.766,5.205530579181265
164.6254,30.746,5.212816962326018
164.8457,30.756,5.219980956992858
165.07,30.736,5.227276214912587
165.2903,30.746,5.23444254001587
165.5105,30.736,5.2416056121345385
165.7306,30.736,5.24876659599711
165.9505,30.736,5.255921072832092
166.1714,30.716,5.263110423870301
166.3957,30.736,5.270410430379446
166.6159,30.746,5.2775735024981145
166.8361,30.736,5.284736574616782
167.0563,30.736,5.291900811993149
167.2762,30.736,5.299055288828131
167.497,30.716,5.306241385293666
167.7169,30.726,5.313399355411827
167.9369,30.716,5.3205605806323595
168.1569,30.716,5.327722971568679
168.3766,30.706,5.3348767601135
168.5968,30.706,5.342047997005312
168.8166,30.726,5.349203876677144
169.0367,30.716,5.356368357000051
169.2567,30.716,5.3635307479363705
169.4764,30.706,5.370684536481193
169.6966,30.706,5.377855773373004
169.9211,30.686,5.38516942987548
170.1416,30.696,5.392353946509021
170.3622,30.686,5.39954172142675
170.5866,30.666,5.406856886376548
170.8107,30.666,5.414164653936711
171.031,30.676,5.421347334644873
171.2555,30.686,5.428664566808101
171.4759,30.696,5.435845825157454
171.6966,30.686,5.44303685835937
171.9209,30.666,5.450348763431739
172.145,30.666,5.457656530991904
172.3653,30.676,5.464839211700064
172.5856,30.666,5.472021892408225
172.806,30.666,5.479209005171547
173.0305,30.646,5.486532204545242
173.2529,30.656,5.493788085266916
173.4771,30.636,5.501103885045027
173.6969,30.646,5.508277280169207
173.9171,30.666,5.515460213363362
174.1376,30.666,5.522650587067138
174.3621,30.646,5.529973786440833
174.5844,30.656,5.53722640462621
174.8086,30.636,5.544542204404323
175.0284,30.646,5.551715599528502
175.2487,30.646,5.558904139631616
175.4691,30.646,5.566095942803318
175.6886,30.636,5.573259547124326
175.9086,30.636,5.580440641261942
176.1282,30.626,5.587609848927378
176.3486,30.646,5.594803999599789
176.5689,30.646,5.601992539702903
176.7884,30.636,5.60915614402391
177.0084,30.636,5.616337238161526
177.228,30.626,5.623506445826963
177.448,30.626,5.63068988473508
177.6684,30.616,5.637887559533421
177.8887,30.606,5.6450843188683
178.1094,30.606,5.652295323246527
178.3302,30.596,5.659510773722001
178.5502,30.596,5.666701256138003
178.7701,30.626,5.673884948274817
178.9905,30.616,5.6810826230731575
